test,result,time (μs),memory (kb),clauses
1,UNSAT,3313877,18412,433
2,SAT,637201,18412,432
3,SAT,2079391,18412,432
4,SAT,85482,18412,432
5,SAT,32927,18412,432
6,SAT,40547,18412,432
7,SAT,65361,18412,432
8,UNSAT,2828374,18412,433
9,UNSAT,3373096,18412,433
10,SAT,367911,18412,432
11,SAT,258555,18412,432
12,SAT,131065,18412,432
13,SAT,824855,18412,432
14,UNSAT,1987795,18412,433
15,UNSAT,4104816,18412,433
16,SAT,58789,18412,432
17,SAT,79191,18412,432
18,UNSAT,2981793,18412,433
19,SAT,120185,18412,432
20,UNSAT,4161557,18412,433
21,UNSAT,3515205,18412,433
22,SAT,55683,18412,432
23,SAT,26285,18412,432
24,SAT,132738,18412,432
25,SAT,205435,18412,432
26,SAT,118724,18412,432
27,UNSAT,4059227,18412,433
28,UNSAT,6328321,18412,433
29,UNSAT,2982446,18412,433
30,SAT,134816,18412,432
31,SAT,121841,18412,432
32,UNSAT,3415502,18412,433
33,SAT,1054015,18412,432
34,UNSAT,3241881,18412,433
35,UNSAT,4017392,18412,433
36,UNSAT,2295107,18412,433
37,SAT,1698373,18412,432
38,UNSAT,5472778,18412,433
39,SAT,86776,18412,432
40,SAT,471419,18412,432
41,SAT,29097,18412,432
42,SAT,1397501,18412,432
43,SAT,469128,18412,432
44,SAT,3407582,18412,432
45,SAT,30828,18412,432
46,SAT,1779689,18412,432
47,SAT,15604,18412,432
48,UNSAT,3031982,18412,433
49,SAT,51489,18412,432
50,SAT,38761,18412,432
51,UNSAT,4456136,18412,433
52,SAT,1593528,18412,432
53,UNSAT,3225053,18412,433
54,UNSAT,3768248,18412,433
55,UNSAT,2883749,18412,433
56,SAT,209348,18412,432
57,SAT,349099,18412,432
58,UNSAT,3567852,18412,433
59,SAT,44710,18412,432
60,SAT,302914,18412,432
61,UNSAT,12065060,18412,433
62,UNSAT,3651244,18412,433
63,SAT,296550,18412,432
64,UNSAT,7979920,18412,433
65,SAT,43658,18412,432
66,SAT,168394,18412,432
67,SAT,52708,18412,432
68,SAT,181677,18412,432
69,UNSAT,5241330,18412,433
70,SAT,20109,18412,432
71,UNSAT,9213053,18412,433
72,SAT,707721,18412,432
73,SAT,1147538,18412,432
74,UNSAT,4396688,18412,433
75,UNSAT,2403972,18412,433
76,SAT,48371,18412,432
77,UNSAT,2154285,18412,433
78,UNSAT,3292724,18412,433
79,UNSAT,3057383,18412,433
80,UNSAT,3213310,18412,433
81,SAT,4821469,18412,432
82,SAT,40810,18412,432
83,SAT,1412017,18412,432
84,UNSAT,2778586,18412,433
85,SAT,2898042,18412,432
86,SAT,529150,18412,432
87,SAT,103166,18412,432
88,SAT,467565,18412,432
89,UNSAT,1109382,18412,433
90,UNSAT,2910978,18412,433
91,SAT,203209,18412,432
92,SAT,97345,18412,432
93,SAT,1507911,18412,432
94,SAT,38868,18412,432
95,SAT,122374,18412,432
96,SAT,1871677,18412,432
97,UNSAT,2464315,18412,433
98,SAT,1436095,18412,432
99,SAT,547629,18412,432
100,SAT,714274,18412,432
